density,leniency,index,performance
36,14,1,0.3928571428571429
36,14,2,0.75
8,4,0,0.0
8,4,1,0.0
8,4,2,0.8214285714285714
21,11,0,0.0
21,11,1,0.0
21,11,2,0.8214285714285714
36,5,0,0.0
36,5,1,0.0
36,5,2,0.75
7,9,0,0.0
7,9,1,0.0
7,9,2,0.8214285714285714
12,7,0,0.0
12,7,1,0.0
12,7,2,0.2857142857142857
38,6,0,0.0
38,6,1,0.0
38,6,2,0.7857142857142857
18,8,0,0.0
18,8,1,0.0
18,8,2,0.7142857142857143
29,12,0,0.0
29,12,1,0.0
29,12,2,0.7142857142857143
37,8,0,0.0
37,8,1,0.0
37,8,2,0.7857142857142857
28,7,0,0.0
28,7,1,0.0
28,7,2,0.7857142857142857
30,12,0,0.0
30,12,1,0.0
30,12,2,0.8214285714285714
26,12,0,0.0
26,12,1,0.0
26,12,2,0.8214285714285714
16,10,0,0.0
16,10,1,0.0
16,10,2,0.5
27,12,0,0.0
27,12,1,0.0
27,12,2,0.75
22,12,0,0.0
22,12,1,0.0
22,12,2,0.7142857142857143
25,14,0,0.0
25,14,1,0.0
25,14,2,0.7142857142857143
18,11,0,0.0
18,11,1,0.0
18,11,2,0.5357142857142857
12,8,0,0.0
12,8,1,0.0
12,8,2,0.8214285714285714
16,15,0,0.0
16,15,1,0.0
16,15,2,0.8214285714285714
35,0,0,0.0
35,0,1,0.0
35,0,2,0.0357142857142857
27,10,0,0.0
27,10,1,0.0
27,10,2,0.5714285714285714
35,6,0,0.0
35,6,1,0.0
35,6,2,0.75
7,7,0,0.0
7,7,1,0.0
7,7,2,0.6785714285714286
25,15,0,0.0
25,15,1,0.0
25,15,2,0.8214285714285714
7,4,0,0.0
7,4,1,0.0
7,4,2,0.8214285714285714
34,5,0,0.0
34,5,1,0.0
34,5,2,0.7142857142857143
20,10,0,0.0
20,10,1,0.0
20,10,2,0.6071428571428572
36,8,0,0.0
36,8,1,0.0
36,8,2,0.7857142857142857
35,8,0,0.0
35,8,1,0.0
35,8,2,0.7857142857142857
33,9,0,0.0
33,9,1,0.0
33,9,2,0.6785714285714286
11,9,0,0.0
11,9,1,0.0
11,9,2,0.8214285714285714
38,4,0,0.0
38,4,1,0.0
38,4,2,0.75
24,13,0,0.0
24,13,1,0.0
24,13,2,0.8214285714285714
40,7,0,0.0
40,7,1,0.0
40,7,2,0.75
23,15,0,0.0
23,15,1,0.0
23,15,2,0.8214285714285714
34,7,0,0.0
34,7,1,0.0
34,7,2,0.6428571428571428
17,10,0,0.0
17,10,1,0.0
17,10,2,0.8571428571428572
17,11,0,0.0
17,11,1,0.0
17,11,2,0.8214285714285714
16,9,0,0.0
16,9,1,0.0
16,9,2,0.8214285714285714
15,9,0,0.0
15,9,1,0.0
15,9,2,0.6785714285714286
37,12,0,0.0
37,12,1,0.0
37,12,2,0.8214285714285714
40,1,0,0.0
40,1,1,0.0
40,1,2,0.6071428571428572
19,10,0,0.0
19,10,1,0.0
19,10,2,0.8571428571428572
37,2,0,0.0
37,2,1,0.0
37,2,2,0.8214285714285714
13,9,0,0.0
13,9,1,0.0
13,9,2,0.5714285714285714
38,7,0,0.0
38,7,1,0.0
38,7,2,0.5
9,9,0,0.0
9,9,1,0.0
9,9,2,0.7142857142857143
40,8,0,0.0
40,8,1,0.0
40,8,2,0.75
26,15,0,0.0
26,15,1,0.0
26,15,2,0.7142857142857143
29,13,0,0.0
29,13,1,0.0
29,13,2,0.6428571428571428
34,3,0,0.0
34,3,1,0.0
34,3,2,0.8214285714285714
31,11,0,0.0
